lda_topic,mean,std,count
4,0.5430787576251013,0.5139866222436965,247
0,0.22595700715636466,0.5796929366959517,3598
2,0.06326184900537236,0.49531752253449607,2699
1,-0.02664551986548043,0.5352206256419791,1967
3,-0.17887048871542133,0.3229273029007306,629
